name_new,name_old,home_wins_new,home_wins_old,away_wins_new,away_wins_old,home_draws_new,home_draws_old,away_draws_new,away_draws_old,home_loss_new,home_loss_old,away_loss_new,away_loss_old,team_old,team_new,league,new_manager_type,old_manager_type,start_date_new,start_date_old,wins_new,wins_old,draws_new,draws_old,loss_new,loss_old,first_bounce_effect,first_bounce_cause,match_location,year,bounce_effect,bounce_value
Alexander Nouri,Jürgen Klinsmann,0,0,1,0,0,1,0,0,0,0,0,0,Hertha BSC,Hertha BSC,BUNDESLIGA,INTERIM,PERMANENT,2020-02-15,2020-01-31,1,0,0,1,0,0,WIN,DRAW,AWAY,2020,True,Bounce
Bruno Labbadia,Alexander Nouri,0,0,1,0,0,0,0,1,0,0,0,0,Hertha BSC,Hertha BSC,BUNDESLIGA,PERMANENT,INTERIM,2020-05-16,2020-02-28,1,0,0,1,0,0,WIN,DRAW,AWAY,2020,True,Bounce
Pál Dárdai,Bruno Labbadia,0,1,0,0,0,0,0,0,0,0,1,0,Hertha BSC,Hertha BSC,BUNDESLIGA,PERMANENT,PERMANENT,2021-01-30,2021-01-02,0,1,0,0,1,0,LOSS,WIN,AWAY,2021,False,No-Bounce
Tayfun Korkut,Pál Dárdai,0,0,0,0,0,0,1,0,0,0,0,1,Hertha BSC,Hertha BSC,BUNDESLIGA,PERMANENT,PERMANENT,2021-12-05,2021-11-20,0,0,1,0,0,1,DRAW,LOSS,AWAY,2021,True,Bounce
Felix Magath,Tayfun Korkut,1,0,0,0,0,0,0,0,0,1,0,0,Hertha BSC,Hertha BSC,BUNDESLIGA,PERMANENT,PERMANENT,2022-03-19,2022-03-05,1,0,0,0,0,1,WIN,LOSS,HOME,2022,True,Bounce
Pál Dárdai,Sandro Schwarz,0,0,0,0,0,0,0,0,1,1,0,0,Hertha BSC,Hertha BSC,BUNDESLIGA,PERMANENT,PERMANENT,2023-04-22,2023-04-08,0,0,0,0,1,1,LOSS,LOSS,HOME,2023,False,No-Bounce
Miguel Cardoso,Antonio Mohamed,0,0,0,0,0,0,0,1,0,0,1,0,Celta Vigo,Celta Vigo,LALIGA,PERMANENT,PERMANENT,2018-11-26,2018-11-04,0,0,0,1,1,0,LOSS,DRAW,AWAY,2018,False,No-Bounce
Fran Escribá,Miguel Cardoso,0,0,0,0,0,0,0,1,1,0,0,0,Celta Vigo,Celta Vigo,LALIGA,PERMANENT,PERMANENT,2019-03-10,2019-02-23,0,0,0,1,1,0,LOSS,DRAW,HOME,2019,False,No-Bounce
Óscar García,Fran Escribá,0,0,0,0,0,0,0,0,0,0,1,1,Celta Vigo,Celta Vigo,LALIGA,PERMANENT,PERMANENT,2019-11-09,2019-10-30,0,0,0,0,1,1,LOSS,LOSS,AWAY,2019,False,No-Bounce
Eduardo Coudet,Óscar García,0,0,0,0,0,0,0,0,0,1,1,0,Celta Vigo,Celta Vigo,LALIGA,PERMANENT,PERMANENT,2020-11-21,2020-11-01,0,0,0,0,1,1,LOSS,LOSS,AWAY,2020,False,No-Bounce
Carlos Carvalhal,Eduardo Coudet,0,0,0,0,0,1,0,0,1,0,0,0,Celta Vigo,Celta Vigo,LALIGA,PERMANENT,PERMANENT,2022-11-05,2022-10-24,0,0,0,1,1,0,LOSS,DRAW,HOME,2022,False,No-Bounce
Paul Heckingbottom,Chris Wilder,0,1,0,0,0,0,0,0,0,0,1,0,Sheffield Utd,Sheffield Utd,EPL,PERMANENT,PERMANENT,2021-03-14,2021-03-03,0,1,0,0,1,0,LOSS,WIN,AWAY,2021,False,No-Bounce
Francisco,Leo Franco,0,0,0,0,0,1,0,0,1,0,0,0,Huesca,Huesca,LALIGA,PERMANENT,PERMANENT,2018-10-21,2018-09-30,0,0,0,1,1,0,LOSS,DRAW,HOME,2018,False,No-Bounce
Pacheta,Michel,0,0,0,0,0,0,0,0,0,1,1,0,Huesca,Huesca,LALIGA,PERMANENT,PERMANENT,2021-01-20,2021-01-03,0,0,0,0,1,1,LOSS,LOSS,AWAY,2021,False,No-Bounce
Davide Ballardini,Massimiliano Alvini,0,0,0,0,0,0,1,0,0,0,0,1,Cremonese,Cremonese,SERIE_A,PERMANENT,PERMANENT,2023-01-23,2023-01-09,0,0,1,0,0,1,DRAW,LOSS,AWAY,2023,True,Bounce
Mark Hughes,Mauricio Pellegrino,0,0,0,0,0,1,0,0,0,0,1,0,Southampton,Southampton,EPL,PERMANENT,PERMANENT,2018-03-31,2018-03-03,0,0,0,1,1,0,LOSS,DRAW,AWAY,2018,False,No-Bounce
Kelvin Davis,Mark Hughes,0,0,0,0,0,0,0,0,0,0,1,1,Southampton,Southampton,EPL,INTERIM,PERMANENT,2018-12-05,2018-11-24,0,0,0,0,1,1,LOSS,LOSS,AWAY,2018,False,No-Bounce
Ralph Hasenhüttl,Kelvin Davis,0,0,0,0,0,1,0,0,0,0,1,0,Southampton,Southampton,EPL,PERMANENT,INTERIM,2018-12-08,2018-12-01,0,0,0,1,1,0,LOSS,DRAW,AWAY,2018,False,No-Bounce
Nathan Jones,Ralph Hasenhüttl,0,0,0,0,0,0,0,0,0,0,1,1,Southampton,Southampton,EPL,PERMANENT,PERMANENT,2022-11-12,2022-10-29,0,0,0,0,1,1,LOSS,LOSS,AWAY,2022,False,No-Bounce
Rubén Sellés,Nathan Jones,0,0,1,0,0,0,0,0,0,0,0,1,Southampton,Southampton,EPL,PERMANENT,PERMANENT,2023-02-18,2023-02-04,1,0,0,0,0,1,WIN,LOSS,AWAY,2023,True,Bounce
Gary Megson,Tony Pulis,0,0,0,0,0,0,1,0,0,0,0,1,West Brom,West Brom,EPL,INTERIM,PERMANENT,2017-11-25,2017-11-04,0,0,1,0,0,1,DRAW,LOSS,AWAY,2017,True,Bounce
Alan Pardew,Gary Megson,0,0,0,0,1,0,0,1,0,0,0,0,West Brom,West Brom,EPL,PERMANENT,INTERIM,2017-12-02,2017-11-25,0,0,1,1,0,0,DRAW,DRAW,HOME,2017,False,No-Bounce
Darren Moore,Alan Pardew,0,0,0,0,1,0,0,0,0,0,0,1,West Brom,West Brom,EPL,PERMANENT,PERMANENT,2018-04-07,2018-03-17,0,0,1,0,0,1,DRAW,LOSS,HOME,2018,True,Bounce
Sam Allardyce,Slaven Bilić,0,0,0,0,0,0,0,0,1,0,0,1,West Brom,West Brom,EPL,PERMANENT,PERMANENT,2020-12-20,2020-12-12,0,0,0,0,1,1,LOSS,LOSS,HOME,2020,False,No-Bounce
Steven Davis,Bruno Lage,0,0,0,0,0,0,0,0,0,1,1,0,Wolves,Wolves,EPL,PERMANENT,PERMANENT,2022-10-08,2022-09-17,0,0,0,0,1,1,LOSS,LOSS,AWAY,2022,False,No-Bounce
Lopetegui,Steven Davis,0,0,1,0,0,0,0,0,0,1,0,0,Wolves,Wolves,EPL,PERMANENT,PERMANENT,2022-12-26,2022-11-05,1,0,0,0,0,1,WIN,LOSS,AWAY,2022,True,Bounce
Santiago Solari,Lopetegui,1,0,0,0,0,0,0,0,0,1,0,0,Real Madrid,Real Madrid,LALIGA,PERMANENT,PERMANENT,2018-11-03,2018-10-20,1,0,0,0,0,1,WIN,LOSS,HOME,2018,True,Bounce
Zinédine Zidane,Santiago Solari,1,0,0,0,0,0,0,0,0,1,0,0,Real Madrid,Real Madrid,LALIGA,PERMANENT,PERMANENT,2019-03-16,2019-03-02,1,0,0,0,0,1,WIN,LOSS,HOME,2019,True,Bounce
Mickaël Debéve,Pascal Dupraz,1,0,0,0,0,1,0,0,0,0,0,0,Toulouse,Toulouse,LIGUE_1,PERMANENT,PERMANENT,2018-01-27,2018-01-17,1,0,0,1,0,0,WIN,DRAW,HOME,2018,True,Bounce
Antoine Kombouare,Alain Casanova,1,0,0,0,0,0,0,1,0,0,0,0,Toulouse,Toulouse,LIGUE_1,PERMANENT,PERMANENT,2019-10-19,2019-09-28,1,0,0,1,0,0,WIN,DRAW,HOME,2019,True,Bounce
Denis Zanko,Antoine Kombouare,0,0,0,0,0,0,0,0,1,1,0,0,Toulouse,Toulouse,LIGUE_1,PERMANENT,PERMANENT,2020-01-11,2019-12-14,0,0,0,0,1,1,LOSS,LOSS,HOME,2020,False,No-Bounce
Giuseppe Iachini,Aurelio Andreazzoli,1,0,0,0,0,0,0,0,0,1,0,0,Empoli,Empoli,SERIE_A,PERMANENT,PERMANENT,2018-11-11,2018-10-27,1,0,0,0,0,1,WIN,LOSS,HOME,2018,True,Bounce
Aurelio Andreazzoli,Giuseppe Iachini,1,0,0,0,0,1,0,0,0,0,0,0,Empoli,Empoli,SERIE_A,PERMANENT,PERMANENT,2019-03-17,2019-03-02,1,0,0,1,0,0,WIN,DRAW,HOME,2019,True,Bounce
Michael Appleton,Craig Shakespeare,0,0,1,0,0,0,0,1,0,0,0,0,Leicester City,Leicester City,EPL,INTERIM,PERMANENT,2017-10-21,2017-09-30,1,0,0,1,0,0,WIN,DRAW,AWAY,2017,True,Bounce
Claude Puel,Michael Appleton,1,0,0,0,0,1,0,0,0,0,0,0,Leicester City,Leicester City,EPL,PERMANENT,INTERIM,2017-10-29,2017-10-16,1,0,0,1,0,0,WIN,DRAW,HOME,2017,True,Bounce
Michael Stowell,Claude Puel,1,0,0,0,0,0,0,0,0,0,0,1,Leicester City,Leicester City,EPL,INTERIM,PERMANENT,2019-02-26,2019-02-10,1,0,0,0,0,1,WIN,LOSS,HOME,2019,True,Bounce
Brendan Rodgers,Michael Stowell,0,0,0,0,0,0,0,0,0,1,1,0,Leicester City,Leicester City,EPL,PERMANENT,INTERIM,2019-03-03,2019-02-23,0,0,0,0,1,1,LOSS,LOSS,AWAY,2019,False,No-Bounce
Adam Sadler,Brendan Rodgers,0,0,0,0,0,0,0,1,1,0,0,0,Leicester City,Leicester City,EPL,INTERIM,PERMANENT,2023-04-04,2023-03-18,0,0,0,1,1,0,LOSS,DRAW,HOME,2023,False,No-Bounce
Dean Smith,Adam Sadler,0,0,0,0,0,0,0,0,0,1,1,0,Leicester City,Leicester City,EPL,PERMANENT,INTERIM,2023-04-15,2023-04-04,0,0,0,0,1,1,LOSS,LOSS,AWAY,2023,False,No-Bounce
Davide Ballardini,Ivan Jurić,0,0,1,0,0,0,0,0,0,0,0,1,Genoa,Genoa,SERIE_A,PERMANENT,PERMANENT,2017-11-19,2017-10-29,1,0,0,0,0,1,WIN,LOSS,AWAY,2017,True,Bounce
Ivan Jurić,Davide Ballardini,0,0,0,1,0,0,1,0,0,0,0,0,Genoa,Genoa,SERIE_A,PERMANENT,PERMANENT,2018-10-20,2018-09-30,0,1,1,0,0,0,DRAW,WIN,AWAY,2018,False,No-Bounce
Cesare Prandelli,Ivan Jurić,0,0,0,0,1,1,0,0,0,0,0,0,Genoa,Genoa,SERIE_A,PERMANENT,PERMANENT,2018-12-09,2018-11-25,0,0,1,1,0,0,DRAW,DRAW,HOME,2018,False,No-Bounce
Thiago Motta,Aurelio Andreazzoli,1,0,0,0,0,0,0,0,0,1,0,0,Genoa,Genoa,SERIE_A,PERMANENT,PERMANENT,2019-10-26,2019-10-05,1,0,0,0,0,1,WIN,LOSS,HOME,2019,True,Bounce
Davide  Nicola,Thiago Motta,1,0,0,0,0,0,0,0,0,1,0,0,Genoa,Genoa,SERIE_A,PERMANENT,PERMANENT,2020-01-05,2019-12-14,1,0,0,0,0,1,WIN,LOSS,HOME,2020,True,Bounce
Davide Ballardini,Rolando Maran,0,0,1,0,0,1,0,0,0,0,0,0,Genoa,Genoa,SERIE_A,PERMANENT,PERMANENT,2020-12-23,2020-12-16,1,0,0,1,0,0,WIN,DRAW,AWAY,2020,True,Bounce
Andriy Shevchenko,Davide Ballardini,0,0,0,0,0,1,0,0,1,0,0,0,Genoa,Genoa,SERIE_A,PERMANENT,PERMANENT,2021-11-21,2021-10-31,0,0,0,1,1,0,LOSS,DRAW,HOME,2021,False,No-Bounce
Abdoulay Konko,Andriy Shevchenko,0,0,0,0,0,0,0,1,0,0,1,0,Genoa,Genoa,SERIE_A,INTERIM,PERMANENT,2022-01-17,2022-01-06,0,0,0,1,1,0,LOSS,DRAW,AWAY,2022,False,No-Bounce
Alexander Blessin,Abdoulay Konko,0,0,0,0,1,0,0,0,0,1,0,0,Genoa,Genoa,SERIE_A,PERMANENT,INTERIM,2022-01-22,2022-01-09,0,0,1,0,0,1,DRAW,LOSS,HOME,2022,True,Bounce
Lorenzo D'Anna,Rolando Maran,1,0,0,0,0,0,0,0,0,1,0,0,Chievo,Chievo,SERIE_A,PERMANENT,PERMANENT,2018-05-06,2018-04-22,1,0,0,0,0,1,WIN,LOSS,HOME,2018,True,Bounce
Giampiero Ventura,Lorenzo D'Anna,0,0,0,0,0,0,0,0,1,1,0,0,Chievo,Chievo,SERIE_A,INTERIM,PERMANENT,2018-10-21,2018-09-30,0,0,0,0,1,1,LOSS,LOSS,HOME,2018,False,No-Bounce
Domenico Di Carlo,Giampiero Ventura,0,0,0,0,0,0,1,0,0,1,0,0,Chievo,Chievo,SERIE_A,PERMANENT,INTERIM,2018-11-25,2018-11-04,0,0,1,0,0,1,DRAW,LOSS,AWAY,2018,True,Bounce
Peter Stöger,Peter Bosz,0,0,1,0,0,0,0,1,0,0,0,0,Dortmund,Dortmund,BUNDESLIGA,PERMANENT,PERMANENT,2017-12-12,2017-12-02,1,0,0,1,0,0,WIN,DRAW,AWAY,2017,True,Bounce
Edin Terzić,Lucien Favre,0,0,1,0,0,0,0,1,0,0,0,0,Dortmund,Dortmund,BUNDESLIGA,PERMANENT,PERMANENT,2020-12-15,2020-12-05,1,0,0,1,0,0,WIN,DRAW,AWAY,2020,True,Bounce
Walter Mazzarri,Siniša Mihajlović,1,0,0,0,0,0,0,1,0,0,0,0,Torino,Torino,SERIE_A,PERMANENT,PERMANENT,2018-01-06,2017-12-23,1,0,0,1,0,0,WIN,DRAW,HOME,2018,True,Bounce
Moreno Longo,Walter Mazzarri,0,0,0,0,0,0,0,0,1,1,0,0,Torino,Torino,SERIE_A,PERMANENT,PERMANENT,2020-02-08,2020-01-25,0,0,0,0,1,1,LOSS,LOSS,HOME,2020,False,No-Bounce
Davide  Nicola,Marco Giampaolo,0,0,0,0,0,0,1,0,0,0,0,1,Torino,Torino,SERIE_A,PERMANENT,PERMANENT,2021-01-22,2021-01-09,0,0,1,0,0,1,DRAW,LOSS,AWAY,2021,True,Bounce
Davide Nicola,Davide  Nicola,0,1,0,0,1,0,0,0,0,0,0,0,Torino,Torino,SERIE_A,PERMANENT,PERMANENT,2021-04-03,2021-03-17,0,1,1,0,0,0,DRAW,WIN,HOME,2021,False,No-Bounce
Willy Sagnol,Carlo Ancelotti,0,0,0,1,0,0,1,0,0,0,0,0,Bayern Munich,Bayern Munich,BUNDESLIGA,INTERIM,PERMANENT,2017-10-01,2017-09-19,0,1,1,0,0,0,DRAW,WIN,AWAY,2017,False,No-Bounce
Jupp Heynckes,Willy Sagnol,1,0,0,0,0,1,0,0,0,0,0,0,Bayern Munich,Bayern Munich,BUNDESLIGA,PERMANENT,INTERIM,2017-10-14,2017-09-22,1,0,0,1,0,0,WIN,DRAW,HOME,2017,True,Bounce
Hansi Flick,Niko Kovač,1,1,0,0,0,0,0,0,0,0,0,0,Bayern Munich,Bayern Munich,BUNDESLIGA,PERMANENT,PERMANENT,2019-11-09,2019-10-26,1,1,0,0,0,0,WIN,WIN,HOME,2019,False,No-Bounce
Thomas Tuchel,Julian Nagelsmann,1,1,0,0,0,0,0,0,0,0,0,0,Bayern Munich,Bayern Munich,BUNDESLIGA,PERMANENT,PERMANENT,2023-04-01,2023-03-11,1,1,0,0,0,0,WIN,WIN,HOME,2023,False,No-Bounce
Diego López,Massimo Rastelli,0,0,0,0,0,0,0,0,0,0,1,1,Cagliari,Cagliari,SERIE_A,PERMANENT,PERMANENT,2017-10-22,2017-10-01,0,0,0,0,1,1,LOSS,LOSS,AWAY,2017,False,No-Bounce
Walter Zenga,Rolando Maran,0,0,0,0,0,0,0,0,0,1,1,0,Cagliari,Cagliari,SERIE_A,PERMANENT,PERMANENT,2020-06-20,2020-02-16,0,0,0,0,1,1,LOSS,LOSS,AWAY,2020,False,No-Bounce
Leonardo Semplici,Eusebio Di Francesco,0,0,1,0,0,0,0,0,0,1,0,0,Cagliari,Cagliari,SERIE_A,PERMANENT,PERMANENT,2021-02-28,2021-02-14,1,0,0,0,0,1,WIN,LOSS,AWAY,2021,True,Bounce
Walter Mazzarri,Leonardo Semplici,0,0,0,0,0,0,1,0,0,0,0,1,Cagliari,Cagliari,SERIE_A,PERMANENT,PERMANENT,2021-09-19,2021-08-29,0,0,1,0,0,1,DRAW,LOSS,AWAY,2021,True,Bounce
Alessandro Agostini,Walter Mazzarri,0,0,0,0,0,0,1,0,0,0,0,1,Cagliari,Cagliari,SERIE_A,INTERIM,PERMANENT,2022-05-08,2022-04-24,0,0,1,0,0,1,DRAW,LOSS,AWAY,2022,True,Bounce
Will Still,Óscar García,0,0,0,0,0,0,1,1,0,0,0,0,Reims,Reims,LIGUE_1,PERMANENT,PERMANENT,2022-10-15,2022-10-02,0,0,1,1,0,0,DRAW,DRAW,AWAY,2022,False,No-Bounce
Dean Smith,Daniel Farke,1,0,0,0,0,0,0,0,0,1,0,0,Norwich City,Norwich City,EPL,PERMANENT,PERMANENT,2021-11-20,2021-10-31,1,0,0,0,0,1,WIN,LOSS,HOME,2021,True,Bounce
Rudi Garcia,Thiago Mendes,0,0,0,0,1,0,0,0,0,1,0,0,Lyon,Lyon,LIGUE_1,PERMANENT,PERMANENT,2019-10-19,2019-09-28,0,0,1,0,0,1,DRAW,LOSS,HOME,2019,True,Bounce
Laurent Blanc,Peter Bosz,0,0,0,0,0,0,0,0,0,0,1,1,Lyon,Lyon,LIGUE_1,PERMANENT,PERMANENT,2022-10-16,2022-10-02,0,0,0,0,1,1,LOSS,LOSS,AWAY,2022,False,No-Bounce
Steven Gerrard,Dean Smith,1,0,0,0,0,0,0,0,0,1,0,0,Aston Villa,Aston Villa,EPL,PERMANENT,PERMANENT,2021-11-20,2021-10-31,1,0,0,0,0,1,WIN,LOSS,HOME,2021,True,Bounce
Aaron Danks,Steven Gerrard,1,0,0,0,0,0,0,0,0,1,0,0,Aston Villa,Aston Villa,EPL,INTERIM,PERMANENT,2022-10-23,2022-10-16,1,0,0,0,0,1,WIN,LOSS,HOME,2022,True,Bounce
Unai Emery,Aaron Danks,1,1,0,0,0,0,0,0,0,0,0,0,Aston Villa,Aston Villa,EPL,PERMANENT,INTERIM,2022-11-06,2022-10-23,1,1,0,0,0,0,WIN,WIN,HOME,2022,False,No-Bounce
Bruno Grougi,Michel Der Zakarian,0,0,0,0,0,0,0,1,0,0,1,0,Brest,Brest,LIGUE_1,PERMANENT,PERMANENT,2022-10-16,2022-10-02,0,0,0,1,1,0,LOSS,DRAW,AWAY,2022,False,No-Bounce
Eric Roy,Bruno Grougi,0,0,0,0,1,0,0,0,0,1,0,0,Brest,Brest,LIGUE_1,PERMANENT,PERMANENT,2023-01-11,2022-12-28,0,0,1,0,0,1,DRAW,LOSS,HOME,2023,True,Bounce
Stephan Ruthenbeck,Peter Stöger,0,0,0,0,0,0,0,0,1,1,0,0,Köln,Köln,BUNDESLIGA,PERMANENT,PERMANENT,2017-12-10,2017-11-26,0,0,0,0,1,1,LOSS,LOSS,HOME,2017,False,No-Bounce
Markus Gisdol,Achim Beierlorzer,0,0,0,0,0,0,0,0,0,0,1,1,Köln,Köln,BUNDESLIGA,PERMANENT,PERMANENT,2019-11-23,2019-11-03,0,0,0,0,1,1,LOSS,LOSS,AWAY,2019,False,No-Bounce
Friedhelm Funkel,Markus Gisdol,0,0,0,0,0,0,0,0,0,0,1,1,Köln,Köln,BUNDESLIGA,PERMANENT,PERMANENT,2021-04-17,2021-04-03,0,0,0,0,1,1,LOSS,LOSS,AWAY,2021,False,No-Bounce
Achim Beierlorzer,Sandro Schwarz,0,0,1,0,0,0,0,0,0,0,0,1,Mainz 05,Mainz 05,BUNDESLIGA,PERMANENT,INTERIM,2019-11-24,2019-11-02,1,0,0,0,0,1,WIN,LOSS,AWAY,2019,True,Bounce
Jan-Moritz Lichte,Achim Beierlorzer,0,0,0,0,0,0,0,0,0,0,1,1,Mainz 05,Mainz 05,BUNDESLIGA,PERMANENT,PERMANENT,2020-10-02,2020-09-20,0,0,0,0,1,1,LOSS,LOSS,AWAY,2020,False,No-Bounce
Jan Siewert,Jan-Moritz Lichte,0,0,0,0,0,0,0,1,0,0,1,0,Mainz 05,Mainz 05,BUNDESLIGA,INTERIM,PERMANENT,2021-01-03,2020-12-15,0,0,0,1,1,0,LOSS,DRAW,AWAY,2021,False,No-Bounce
Bo Svensson,Jan Siewert,0,0,0,0,0,0,0,0,1,1,0,0,Mainz 05,Mainz 05,BUNDESLIGA,PERMANENT,INTERIM,2021-01-09,2020-12-19,0,0,0,0,1,1,LOSS,LOSS,HOME,2021,False,No-Bounce
Eddie Niedzwiecki,Mark Hughes,0,0,0,0,0,0,0,0,0,0,1,1,Stoke City,Stoke City,EPL,INTERIM,PERMANENT,2018-01-15,2017-12-30,0,0,0,0,1,1,LOSS,LOSS,AWAY,2018,False,No-Bounce
Paul Lambert,Eddie Niedzwiecki,1,0,0,0,0,0,0,0,0,1,0,0,Stoke City,Stoke City,EPL,PERMANENT,INTERIM,2018-01-20,2018-01-01,1,0,0,0,0,1,WIN,LOSS,HOME,2018,True,Bounce
Imanol Alguacil,Sacristán,0,0,0,0,0,0,1,0,0,0,0,1,Real Sociedad,Real Sociedad,LALIGA,PERMANENT,PERMANENT,2018-04-01,2018-03-11,0,0,1,0,0,1,DRAW,LOSS,AWAY,2018,True,Bounce
Imanol Alguacil,Asier Garitano,0,0,1,0,0,0,0,0,0,0,0,1,Real Sociedad,Real Sociedad,LALIGA,PERMANENT,PERMANENT,2019-01-06,2018-12-15,1,0,0,0,0,1,WIN,LOSS,AWAY,2019,True,Bounce
Sergio,Álvaro Cervera,0,0,0,0,1,0,0,0,0,1,0,0,Cádiz,Cádiz,LALIGA,PERMANENT,PERMANENT,2022-01-18,2022-01-03,0,0,1,0,0,1,DRAW,LOSS,HOME,2022,True,Bounce
Mauricio Pochettino,Thomas Tuchel,0,0,0,0,0,0,1,1,0,0,0,0,Paris S-G,Paris S-G,LIGUE_1,PERMANENT,PERMANENT,2021-01-06,2020-12-20,0,0,1,1,0,0,DRAW,DRAW,AWAY,2021,False,No-Bounce
Uwe Rösler,Friedhelm Funkel,0,0,0,0,1,0,0,0,0,1,0,0,Düsseldorf,Düsseldorf,BUNDESLIGA,PERMANENT,PERMANENT,2020-02-01,2020-01-18,0,0,1,0,0,1,DRAW,LOSS,HOME,2020,True,Bounce
Andrea Soncin,Paolo Zanetti,0,0,0,0,0,0,0,0,0,0,1,1,Venezia,Venezia,SERIE_A,INTERIM,PERMANENT,2022-05-01,2022-04-16,0,0,0,0,1,1,LOSS,LOSS,AWAY,2022,False,No-Bounce
Martin Schmidt,Manuel Baum,0,0,1,0,0,0,0,0,0,0,0,1,Augsburg,Augsburg,BUNDESLIGA,PERMANENT,PERMANENT,2019-04-14,2019-03-30,1,0,0,0,0,1,WIN,LOSS,AWAY,2019,True,Bounce
Tobias Zellner,Martin Schmidt,0,0,0,0,0,0,0,0,1,1,0,0,Augsburg,Augsburg,BUNDESLIGA,INTERIM,PERMANENT,2020-05-16,2020-02-29,0,0,0,0,1,1,LOSS,LOSS,HOME,2020,False,No-Bounce
Heiko Herrlich,Tobias Zellner,0,0,1,0,0,0,0,0,0,0,0,1,Augsburg,Augsburg,BUNDESLIGA,PERMANENT,INTERIM,2020-05-24,2020-03-08,1,0,0,0,0,1,WIN,LOSS,AWAY,2020,True,Bounce
Markus Weinzierl,Heiko Herrlich,0,0,0,0,0,0,0,0,0,0,1,1,Augsburg,Augsburg,BUNDESLIGA,PERMANENT,PERMANENT,2021-05-07,2021-04-20,0,0,0,0,1,1,LOSS,LOSS,AWAY,2021,False,No-Bounce
José Pinot,Philippe Hinschberger,0,0,0,0,0,0,0,0,0,0,1,1,Metz,Metz,LIGUE_1,INTERIM,PERMANENT,2017-10-29,2017-10-14,0,0,0,0,1,1,LOSS,LOSS,AWAY,2017,False,No-Bounce
Frédéric Hantz,José Pinot,0,0,0,0,0,0,0,0,1,1,0,0,Metz,Metz,LIGUE_1,PERMANENT,INTERIM,2017-11-05,2017-10-21,0,0,0,0,1,1,LOSS,LOSS,HOME,2017,False,No-Bounce
Vincent Hognon,Frédéric Antonetti,0,0,0,0,0,0,0,0,1,1,0,0,Metz,Metz,LIGUE_1,PERMANENT,INTERIM,2019-09-21,2019-08-30,0,0,0,0,1,1,LOSS,LOSS,HOME,2019,False,No-Bounce
Frédéric Antonetti,Vincent Hognon,0,0,0,0,0,0,1,1,0,0,0,0,Metz,Metz,LIGUE_1,PERMANENT,PERMANENT,2020-10-18,2020-09-26,0,0,1,1,0,0,DRAW,DRAW,AWAY,2020,False,No-Bounce
David Moyes,Slaven Bilić,0,0,0,0,0,0,0,1,0,0,1,0,West Ham,West Ham,EPL,PERMANENT,PERMANENT,2017-11-19,2017-10-28,0,0,0,1,1,0,LOSS,DRAW,AWAY,2017,False,No-Bounce
David Moyes,Manuel Pellegrini,1,0,0,0,0,0,0,0,0,0,0,1,West Ham,West Ham,EPL,PERMANENT,PERMANENT,2020-01-01,2019-12-26,1,0,0,0,0,1,WIN,LOSS,HOME,2020,True,Bounce
Pako Ayestarán,Manuel Márquez,0,0,0,0,0,0,0,0,0,0,1,1,Las Palmas,Las Palmas,LALIGA,PERMANENT,PERMANENT,2017-10-01,2017-09-20,0,0,0,0,1,1,LOSS,LOSS,AWAY,2017,False,No-Bounce
Paquito Ortiz,Pako Ayestarán,1,0,0,0,0,0,0,0,0,1,0,0,Las Palmas,Las Palmas,LALIGA,INTERIM,PERMANENT,2017-12-03,2017-11-19,1,0,0,0,0,1,WIN,LOSS,HOME,2017,True,Bounce
Paco,Paquito Ortiz,0,0,0,0,0,1,0,0,1,0,0,0,Las Palmas,Las Palmas,LALIGA,PERMANENT,INTERIM,2018-01-06,2017-12-17,0,0,0,1,1,0,LOSS,DRAW,HOME,2018,False,No-Bounce
Julien Sablé,Óscar García,0,0,0,0,0,0,0,1,0,0,1,0,Saint-Étienne,Saint-Étienne,LIGUE_1,PERMANENT,PERMANENT,2017-11-17,2017-10-29,0,0,0,1,1,0,LOSS,DRAW,AWAY,2017,False,No-Bounce
Jean-Louis Gasset,Julien Sablé,1,0,0,0,0,0,0,0,0,1,0,0,Saint-Étienne,Saint-Étienne,LIGUE_1,PERMANENT,PERMANENT,2018-01-14,2017-12-15,1,0,0,0,0,1,WIN,LOSS,HOME,2018,True,Bounce
Claude Puel,Ghislain Printant,1,0,0,0,0,0,0,0,0,1,0,0,Saint-Étienne,Saint-Étienne,LIGUE_1,PERMANENT,PERMANENT,2019-10-06,2019-09-25,1,0,0,0,0,1,WIN,LOSS,HOME,2019,True,Bounce
Julien Sablé,Claude Puel,0,0,0,0,0,0,0,0,0,0,1,1,Saint-Étienne,Saint-Étienne,LIGUE_1,INTERIM,PERMANENT,2021-12-11,2021-12-01,0,0,0,0,1,1,LOSS,LOSS,AWAY,2021,False,No-Bounce
Pascal Dupraz,Julien Sablé,0,0,0,0,0,0,0,0,1,1,0,0,Saint-Étienne,Saint-Étienne,LIGUE_1,PERMANENT,INTERIM,2021-12-22,2021-12-05,0,0,0,0,1,1,LOSS,LOSS,HOME,2021,False,No-Bounce
Graeme Jones,Steve Bruce,0,0,0,0,0,0,1,0,0,0,0,1,Newcastle Utd,Newcastle Utd,EPL,INTERIM,PERMANENT,2021-10-23,2021-10-02,0,0,1,0,0,1,DRAW,LOSS,AWAY,2021,True,Bounce
