name_new,team_new,start_date_new,end_date_new,home_wins_new,away_wins_new,home_loss_new,away_loss_new,home_draws_new,away_draws_new,total_games_new,total_home_games_new,total_away_games_new,avg_xg_created_in_home_wins_new,avg_xg_faced_in_home_wins_new,avg_xg_created_in_away_wins_new,avg_xg_faced_in_away_wins_new,avg_xg_created_in_home_draws_new,avg_xg_faced_in_home_draws_new,avg_xg_created_in_away_draws_new,avg_xg_faced_in_away_draws_new,avg_xg_created_in_home_loss_new,avg_xg_faced_in_home_loss_new,avg_xg_created_in_away_loss_new,avg_xg_faced_in_away_loss_new,median_xg_created_in_home_wins_new,median_xg_faced_in_home_wins_new,median_xg_created_in_away_wins_new,median_xg_faced_in_away_wins_new,median_xg_created_in_home_draws_new,median_xg_faced_in_home_draws_new,median_xg_created_in_away_draws_new,median_xg_faced_in_away_draws_new,median_xg_created_in_home_loss_new,median_xg_faced_in_home_loss_new,median_xg_created_in_away_loss_new,median_xg_faced_in_away_loss_new,name_old,team_old,start_date_old,end_date_old,home_wins_old,away_wins_old,home_loss_old,away_loss_old,home_draws_old,away_draws_old,total_games_old,total_home_games_old,total_away_games_old,avg_xg_created_in_home_wins_old,avg_xg_faced_in_home_wins_old,avg_xg_created_in_away_wins_old,avg_xg_faced_in_away_wins_old,avg_xg_created_in_home_draws_old,avg_xg_faced_in_home_draws_old,avg_xg_created_in_away_draws_old,avg_xg_faced_in_away_draws_old,avg_xg_created_in_home_loss_old,avg_xg_faced_in_home_loss_old,avg_xg_created_in_away_loss_old,avg_xg_faced_in_away_loss_old,median_xg_created_in_home_wins_old,median_xg_faced_in_home_wins_old,median_xg_created_in_away_wins_old,median_xg_faced_in_away_wins_old,median_xg_created_in_home_draws_old,median_xg_faced_in_home_draws_old,median_xg_created_in_away_draws_old,median_xg_faced_in_away_draws_old,median_xg_created_in_home_loss_old,median_xg_faced_in_home_loss_old,median_xg_created_in_away_loss_old,median_xg_faced_in_away_loss_old,league,old_manager_type,new_manager_type
Marco Kostmann,Arminia,2022-04-23,2022-04-23,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.0,Frank Kramer,Arminia,2022-04-09,2022-04-09,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,BUNDESLIGA,PERMANENT,INTERIM
Fran Escribá,Elche,2021-02-20,2021-02-20,1,0,0,0,0,0,1,1,0,0.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jorge Almirón,Elche,2021-02-06,2021-02-06,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,PERMANENT
Sergio Mantecón,Elche,2021-11-29,2021-11-29,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.8,0.0,0.0,0.0,0.0,Fran Escribá,Elche,2021-11-07,2021-11-07,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.3,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,INTERIM
Francisco,Elche,2021-12-05,2021-12-05,1,0,0,0,0,0,1,1,0,2.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergio Mantecón,Elche,2021-11-21,2021-11-21,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.9,0.0,0.0,LALIGA,INTERIM,PERMANENT
Alberto Gallego,Elche,2022-10-10,2022-10-10,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,Francisco,Elche,2022-09-17,2022-09-17,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,LALIGA,PERMANENT,INTERIM
Jorge Almirón,Elche,2022-10-15,2022-10-15,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.7,0.0,0.0,0.0,0.0,Alberto Gallego,Elche,2022-10-03,2022-10-03,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.9,LALIGA,INTERIM,INTERIM
Sergio Mantecón,Elche,2022-11-08,2022-11-08,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.3,0.0,0.0,Jorge Almirón,Elche,2022-10-31,2022-10-31,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.4,0.0,0.0,LALIGA,INTERIM,INTERIM
Pablo Machín,Elche,2022-12-29,2022-12-29,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.7,Sergio Mantecón,Elche,2022-11-05,2022-11-05,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.9,LALIGA,INTERIM,PERMANENT
Sebastián Becaccece,Elche,2023-04-01,2023-04-01,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.7,0.0,0.0,Pablo Machín,Elche,2023-03-11,2023-03-11,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,PERMANENT
Rubén Torrecilla,Granada,2022-03-12,2022-03-12,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,0.0,0.0,Robert Moreno,Granada,2022-02-28,2022-02-28,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,INTERIM
Karanka,Granada,2022-04-20,2022-04-20,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,0.0,0.0,0.0,Rubén Torrecilla,Granada,2022-04-08,2022-04-08,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.9,LALIGA,INTERIM,PERMANENT
Vincenzo Montella,Sevilla,2018-01-06,2018-01-06,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.5,0.0,0.0,Eduardo Berizzo,Sevilla,2017-12-15,2017-12-15,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,PERMANENT
Joaquín Caparrós,Sevilla,2018-05-04,2018-05-04,1,0,0,0,0,0,1,1,0,1.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vincenzo Montella,Sevilla,2018-04-17,2018-04-17,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.7,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,INTERIM
Joaquín Caparrós,Sevilla,2019-03-17,2019-03-17,0,1,0,0,0,0,1,0,1,0.0,0.0,1.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pablo Machín,Sevilla,2019-03-02,2019-03-02,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.0,LALIGA,PERMANENT,PERMANENT
Jorge Sampaoli,Sevilla,2022-10-08,2022-10-08,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Lopetegui,Sevilla,2022-09-18,2022-09-18,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.5,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,PERMANENT
Mendilibar,Sevilla,2023-04-01,2023-04-01,0,1,0,0,0,0,1,0,1,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jorge Sampaoli,Sevilla,2023-03-12,2023-03-12,1,0,0,0,0,0,1,1,0,3.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,PERMANENT
Igor Tudor,Hellas Verona,2021-09-19,2021-09-19,1,0,0,0,0,0,1,1,0,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eusebio Di Francesco,Hellas Verona,2021-08-27,2021-08-27,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,SERIE_A,INTERIM,PERMANENT
Salvatore Bocchetti,Hellas Verona,2022-10-16,2022-10-16,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.9,0.0,0.0,Gabriele Cioffi,Hellas Verona,2022-10-03,2022-10-03,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.8,0.0,0.0,SERIE_A,PERMANENT,PERMANENT
Marco Zaffaroni,Hellas Verona,2023-01-04,2023-01-04,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.0,0.0,0.0,0.0,Salvatore Bocchetti,Hellas Verona,2022-11-10,2022-11-10,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1,0.0,0.0,SERIE_A,PERMANENT,PERMANENT
Thierry Henry,Monaco,2018-10-20,2018-10-20,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.9,Leonardo Jardim,Monaco,2018-09-28,2018-09-28,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.6,LIGUE_1,PERMANENT,PERMANENT
Leonardo Jardim,Monaco,2019-01-26,2019-01-26,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.6,Thierry Henry,Monaco,2019-01-16,2019-01-16,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,LIGUE_1,PERMANENT,PERMANENT
Robert Moreno,Monaco,2020-01-12,2020-01-12,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.5,0.0,0.0,0.0,0.0,Leonardo Jardim,Monaco,2019-12-14,2019-12-14,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.1,0.0,0.0,0.0,0.0,LIGUE_1,PERMANENT,PERMANENT
Philippe Clement,Monaco,2022-01-09,2022-01-09,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.0,0.0,Niko Kovač,Monaco,2021-12-12,2021-12-12,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.6,LIGUE_1,PERMANENT,PERMANENT
Leon Britton,Swansea City,2017-12-23,2017-12-23,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,Paul Clement,Swansea City,2017-12-13,2017-12-13,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.7,0.0,0.0,EPL,PERMANENT,INTERIM
Carlos Carvalhal,Swansea City,2017-12-30,2017-12-30,0,1,0,0,0,0,1,0,1,0.0,0.0,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leon Britton,Swansea City,2017-12-23,2017-12-23,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,EPL,INTERIM,PERMANENT
Albert Celades,Valencia,2019-09-14,2019-09-14,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.4,Marcelino,Valencia,2019-08-24,2019-08-24,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,LALIGA,PERMANENT,PERMANENT
Voro,Valencia,2020-07-01,2020-07-01,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,Albert Celades,Valencia,2020-06-25,2020-06-25,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,LALIGA,PERMANENT,PERMANENT
Voro,Valencia,2021-05-09,2021-05-09,1,0,0,0,0,0,1,1,0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Javi Gracia,Valencia,2021-04-24,2021-04-24,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,INTERIM
Voro,Valencia,2023-02-02,2023-02-02,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,Gennaro Gattuso,Valencia,2023-01-23,2023-01-23,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0,LALIGA,PERMANENT,INTERIM
Rubén Baraja,Valencia,2023-02-20,2023-02-20,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,Voro,Valencia,2023-02-05,2023-02-05,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,LALIGA,INTERIM,PERMANENT
Stefano Colantuono,Salernitana,2021-10-23,2021-10-23,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.4,0.0,0.0,Fabrizio Castori,Salernitana,2021-10-02,2021-10-02,1,0,0,0,0,0,1,1,0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SERIE_A,PERMANENT,PERMANENT
Davide Nicola,Salernitana,2022-02-19,2022-02-19,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,Stefano Colantuono,Salernitana,2022-02-07,2022-02-07,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.4,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.9,0.0,0.0,0.0,0.0,0.0,0.0,SERIE_A,PERMANENT,PERMANENT
Paulo Sousa,Salernitana,2023-02-19,2023-02-19,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.0,0.0,0.0,Davide Nicola,Salernitana,2023-02-07,2023-02-07,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.2,0.0,0.0,SERIE_A,PERMANENT,PERMANENT
Thomas Tuchel,Chelsea,2021-01-27,2021-01-27,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Frank Lampard,Chelsea,2021-01-16,2021-01-16,0,1,0,0,0,0,1,0,1,0.0,0.0,1.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,PERMANENT,PERMANENT
Graham Potter,Chelsea,2022-10-01,2022-10-01,0,1,0,0,0,0,1,0,1,0.0,0.0,1.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thomas Tuchel,Chelsea,2022-08-30,2022-08-30,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,EPL,PERMANENT,PERMANENT
Bruno,Chelsea,2023-04-04,2023-04-04,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,2.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Graham Potter,Chelsea,2023-03-18,2023-03-18,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,2.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,EPL,PERMANENT,INTERIM
Frank Lampard,Chelsea,2023-04-08,2023-04-08,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.6,Bruno,Chelsea,2023-04-01,2023-04-01,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.9,0.0,0.0,EPL,INTERIM,PERMANENT
Massimo Oddo,Udinese,2017-11-26,2017-11-26,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5,0.0,0.0,Luigi Delneri,Udinese,2017-10-29,2017-10-29,1,0,0,0,0,0,1,1,0,1.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SERIE_A,PERMANENT,PERMANENT
Igor Tudor,Udinese,2018-04-29,2018-04-29,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,0.0,0.0,0.0,Massimo Oddo,Udinese,2018-04-18,2018-04-18,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.5,SERIE_A,PERMANENT,INTERIM
Davide  Nicola,Udinese,2018-11-24,2018-11-24,1,0,0,0,0,0,1,1,0,1.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Julio Velázquez,Udinese,2018-11-04,2018-11-04,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,SERIE_A,PERMANENT,INTERIM
Davide Nicola,Udinese,2018-12-26,2018-12-26,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,Davide  Nicola,Udinese,2018-12-15,2018-12-15,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.2,SERIE_A,INTERIM,INTERIM
Davide  Nicola,Udinese,2019-02-03,2019-02-03,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Davide Nicola,Udinese,2019-01-19,2019-01-19,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.2,0.0,0.0,SERIE_A,INTERIM,PERMANENT
